 ,Label,Area,Perim.,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
709,ER.ATL2.png,1,2.828,1.000,1.414,111,208,135.000,1.000,1.000,1.000,1.000
710,ER.ATL2.png,2,4.828,1.000,2.236,225,208,116.565,1.000,2.000,0.500,1.000
711,ER.ATL2.png,1595,196.836,0.517,56.223,514,208,95.102,48.083,1.087,0.920,0.881
712,ER.ATL2.png,1,2.828,1.000,1.414,561,208,135.000,1.000,1.000,1.000,1.000
713,ER.ATL2.png,2,4.828,1.000,2.236,54,209,116.565,1.000,2.000,0.500,1.000
714,ER.ATL2.png,29,45.941,0.173,16.643,80,218,32.735,5.815,4.287,0.233,0.389
715,ER.ATL2.png,1,2.828,1.000,1.414,227,209,135.000,1.000,1.000,1.000,1.000
716,ER.ATL2.png,1,2.828,1.000,1.414,137,210,135.000,1.000,1.000,1.000,1.000
717,ER.ATL2.png,15,13.899,0.976,5.831,521,210,120.964,4.000,1.358,0.736,0.857
718,ER.ATL2.png,2,4.828,1.000,2.236,58,211,116.565,1.000,2.000,0.500,1.000
719,ER.ATL2.png,1,2.828,1.000,1.414,60,211,135.000,1.000,1.000,1.000,1.000
720,ER.ATL2.png,1,2.828,1.000,1.414,531,211,135.000,1.000,1.000,1.000,1.000
721,ER.ATL2.png,6,9.899,0.769,4.123,562,212,165.964,3.000,1.528,0.655,0.667
722,ER.ATL2.png,1,2.828,1.000,1.414,73,212,135.000,1.000,1.000,1.000,1.000
723,ER.ATL2.png,15,27.799,0.244,7.280,91,214,164.055,5.821,1.492,0.670,0.469
724,ER.ATL2.png,1,2.828,1.000,1.414,75,213,135.000,1.000,1.000,1.000,1.000
725,ER.ATL2.png,6,13.899,0.390,6.708,105,216,26.565,2.236,4.569,0.219,0.545
726,ER.ATL2.png,49,58.770,0.178,16.279,123,224,42.510,8.485,2.515,0.398,0.536
727,ER.ATL2.png,1,2.828,1.000,1.414,60,214,135.000,1.000,1.000,1.000,1.000
728,ER.ATL2.png,1,2.828,1.000,1.414,124,214,135.000,1.000,1.000,1.000,1.000
729,ER.ATL2.png,1,2.828,1.000,1.414,561,214,135.000,1.000,1.000,1.000,1.000
730,ER.ATL2.png,2,5.657,0.785,2.828,74,217,45.000,1.414,2.646,0.378,0.667
731,ER.ATL2.png,1,2.828,1.000,1.414,221,216,135.000,1.000,1.000,1.000,1.000
732,ER.ATL2.png,6,14.728,0.348,5.831,302,216,120.964,2.683,2.719,0.368,0.462
733,ER.ATL2.png,1,2.828,1.000,1.414,547,216,135.000,1.000,1.000,1.000,1.000
734,ER.ATL2.png,5,9.899,0.641,3.606,553,216,146.310,3.000,1.064,0.940,0.667
735,ER.ATL2.png,3,6.243,0.967,3.162,561,216,161.565,1.000,3.000,0.333,1.000
736,ER.ATL2.png,2,5.657,0.785,2.828,580,216,135.000,1.414,2.646,0.378,0.667
737,ER.ATL2.png,23,32.870,0.268,10.770,590,224,21.801,6.399,1.999,0.500,0.484
738,ER.ATL2.png,2,4.828,1.000,2.236,599,217,116.565,1.000,2.000,0.500,1.000
739,ER.ATL2.png,1,2.828,1.000,1.414,78,218,135.000,1.000,1.000,1.000,1.000
740,ER.ATL2.png,2,5.657,0.785,2.828,82,220,45.000,1.414,2.646,0.378,0.667
741,ER.ATL2.png,1,2.828,1.000,1.414,99,218,135.000,1.000,1.000,1.000,1.000
742,ER.ATL2.png,77,92.711,0.113,17.889,302,234,63.435,14.000,1.336,0.749,0.464
743,ER.ATL2.png,1,2.828,1.000,1.414,336,218,135.000,1.000,1.000,1.000,1.000
744,ER.ATL2.png,2999,255.220,0.579,76.322,539,219,121.608,59.996,1.264,0.791,0.908
745,ER.ATL2.png,1,2.828,1.000,1.414,550,218,135.000,1.000,1.000,1.000,1.000
746,ER.ATL2.png,7,13.314,0.496,6.403,575,218,141.340,2.400,3.742,0.267,0.609
747,ER.ATL2.png,1,2.828,1.000,1.414,596,218,135.000,1.000,1.000,1.000,1.000
748,ER.ATL2.png,1,2.828,1.000,1.414,300,219,135.000,1.000,1.000,1.000,1.000
749,ER.ATL2.png,1,2.828,1.000,1.414,315,219,135.000,1.000,1.000,1.000,1.000
750,ER.ATL2.png,2,5.657,0.785,2.828,318,219,135.000,1.414,2.646,0.378,0.667
751,ER.ATL2.png,1,2.828,1.000,1.414,332,219,135.000,1.000,1.000,1.000,1.000
752,ER.ATL2.png,2,4.828,1.000,2.236,334,219,116.565,1.000,2.000,0.500,1.000
753,ER.ATL2.png,3,7.071,0.754,3.606,337,221,33.690,1.789,2.702,0.370,0.667
754,ER.ATL2.png,1,2.828,1.000,1.414,60,220,135.000,1.000,1.000,1.000,1.000
755,ER.ATL2.png,563,169.522,0.246,43.600,120,227,143.393,27.330,1.761,0.568,0.719
756,ER.ATL2.png,1,2.828,1.000,1.414,64,221,135.000,1.000,1.000,1.000,1.000
757,ER.ATL2.png,1,2.828,1.000,1.414,284,221,135.000,1.000,1.000,1.000,1.000
758,ER.ATL2.png,1,2.828,1.000,1.414,290,221,135.000,1.000,1.000,1.000,1.000
759,ER.ATL2.png,77,116.024,0.072,19.209,286,225,141.340,15.067,1.338,0.747,0.365
760,ER.ATL2.png,3,7.657,0.643,3.606,300,221,123.690,1.789,2.702,0.370,0.667
761,ER.ATL2.png,1,2.828,1.000,1.414,317,221,135.000,1.000,1.000,1.000,1.000
762,ER.ATL2.png,1,2.828,1.000,1.414,331,221,135.000,1.000,1.000,1.000,1.000
763,ER.ATL2.png,4,10.485,0.457,3.606,51,222,123.690,2.683,1.517,0.659,0.571
764,ER.ATL2.png,21,48.669,0.111,10.296,57,231,60.945,7.589,1.417,0.706,0.353
765,ER.ATL2.png,2,4.828,1.000,2.236,71,222,116.565,1.000,2.000,0.500,1.000
766,ER.ATL2.png,1,2.828,1.000,1.414,321,222,135.000,1.000,1.000,1.000,1.000
767,ER.ATL2.png,1,2.828,1.000,1.414,333,222,135.000,1.000,1.000,1.000,1.000
768,ER.ATL2.png,1217,189.439,0.426,64.351,565,222,122.949,33.005,2.048,0.488,0.899
769,ER.ATL2.png,2,4.243,1.000,2.236,48,224,153.435,1.000,2.000,0.500,1.000
770,ER.ATL2.png,2,4.243,1.000,2.236,61,224,153.435,1.000,2.000,0.500,1.000
771,ER.ATL2.png,153,101.196,0.188,24.021,315,229,177.614,17.946,1.232,0.812,0.570
772,ER.ATL2.png,1,2.828,1.000,1.414,98,225,135.000,1.000,1.000,1.000,1.000
773,ER.ATL2.png,1,2.828,1.000,1.414,232,225,135.000,1.000,1.000,1.000,1.000
774,ER.ATL2.png,2,4.828,1.000,2.236,316,225,116.565,1.000,2.000,0.500,1.000
775,ER.ATL2.png,2,4.828,1.000,2.236,325,225,116.565,1.000,2.000,0.500,1.000
776,ER.ATL2.png,1,2.828,1.000,1.414,88,226,135.000,1.000,1.000,1.000,1.000
777,ER.ATL2.png,1,2.828,1.000,1.414,278,226,135.000,1.000,1.000,1.000,1.000
778,ER.ATL2.png,1,2.828,1.000,1.414,303,226,135.000,1.000,1.000,1.000,1.000
779,ER.ATL2.png,1209,166.652,0.547,48.270,481,226,103.173,40.602,1.062,0.941,0.913
780,ER.ATL2.png,7,17.556,0.285,6.325,139,227,161.565,3.000,2.299,0.435,0.500
781,ER.ATL2.png,2,4.243,1.000,2.236,281,227,153.435,1.000,2.000,0.500,1.000
782,ER.ATL2.png,1,2.828,1.000,1.414,327,227,135.000,1.000,1.000,1.000,1.000
783,ER.ATL2.png,1,2.828,1.000,1.414,54,228,135.000,1.000,1.000,1.000,1.000
784,ER.ATL2.png,1,2.828,1.000,1.414,65,228,135.000,1.000,1.000,1.000,1.000
785,ER.ATL2.png,1,2.828,1.000,1.414,277,228,135.000,1.000,1.000,1.000,1.000
786,ER.ATL2.png,1,2.828,1.000,1.414,299,228,135.000,1.000,1.000,1.000,1.000
787,ER.ATL2.png,2,4.243,1.000,2.236,301,228,153.435,1.000,2.000,0.500,1.000
788,ER.ATL2.png,1,2.828,1.000,1.414,305,228,135.000,1.000,1.000,1.000,1.000
789,ER.ATL2.png,2,4.243,1.000,2.236,320,228,153.435,1.000,2.000,0.500,1.000
790,ER.ATL2.png,1,2.828,1.000,1.414,278,231,135.000,1.000,1.000,1.000,1.000
791,ER.ATL2.png,2,4.828,1.000,2.236,54,232,116.565,1.000,2.000,0.500,1.000
792,ER.ATL2.png,1,2.828,1.000,1.414,56,232,135.000,1.000,1.000,1.000,1.000
793,ER.ATL2.png,1,2.828,1.000,1.414,145,232,135.000,1.000,1.000,1.000,1.000
794,ER.ATL2.png,1,2.828,1.000,1.414,52,233,135.000,1.000,1.000,1.000,1.000
795,ER.ATL2.png,1,2.828,1.000,1.414,83,233,135.000,1.000,1.000,1.000,1.000
796,ER.ATL2.png,1,2.828,1.000,1.414,91,233,135.000,1.000,1.000,1.000,1.000
797,ER.ATL2.png,1,2.828,1.000,1.414,50,234,135.000,1.000,1.000,1.000,1.000
798,ER.ATL2.png,1,2.828,1.000,1.414,283,234,135.000,1.000,1.000,1.000,1.000
799,ER.ATL2.png,83,50.184,0.414,17.804,313,234,141.843,10.607,1.521,0.658,0.686
800,ER.ATL2.png,1,2.828,1.000,1.414,108,235,135.000,1.000,1.000,1.000,1.000
801,ER.ATL2.png,3,5.657,1.000,2.828,304,237,45.000,2.000,1.464,0.683,0.857
802,ER.ATL2.png,21,25.799,0.396,8.246,305,239,14.036,6.000,1.255,0.797,0.609
803,ER.ATL2.png,1,2.828,1.000,1.414,351,235,135.000,1.000,1.000,1.000,1.000
804,ER.ATL2.png,1,2.828,1.000,1.414,47,237,135.000,1.000,1.000,1.000,1.000
805,ER.ATL2.png,2,4.828,1.000,2.236,295,237,116.565,1.000,2.000,0.500,1.000
806,ER.ATL2.png,325,81.598,0.613,31.145,495,245,137.603,19.799,1.580,0.633,0.912
807,ER.ATL2.png,1,2.828,1.000,1.414,118,247,135.000,1.000,1.000,1.000,1.000
808,ER.ATL2.png,1,2.828,1.000,1.414,133,248,135.000,1.000,1.000,1.000,1.000
809,ER.ATL2.png,15,18.971,0.524,7.071,131,254,45.000,4.427,1.727,0.579,0.652
810,ER.ATL2.png,1,2.828,1.000,1.414,49,251,135.000,1.000,1.000,1.000,1.000
811,ER.ATL2.png,5,9.657,0.674,4.472,145,252,116.565,2.000,2.610,0.383,0.769
812,ER.ATL2.png,3,5.657,1.000,2.828,135,255,45.000,2.000,1.464,0.683,0.857
813,ER.ATL2.png,2,4.828,1.000,2.236,148,253,116.565,1.000,2.000,0.500,1.000
814,ER.ATL2.png,1,2.828,1.000,1.414,244,253,135.000,1.000,1.000,1.000,1.000
815,ER.ATL2.png,1,2.828,1.000,1.414,49,254,135.000,1.000,1.000,1.000,1.000
816,ER.ATL2.png,5,9.899,0.641,5.000,123,257,36.870,2.121,3.145,0.318,0.667
817,ER.ATL2.png,1,2.828,1.000,1.414,138,255,135.000,1.000,1.000,1.000,1.000
818,ER.ATL2.png,1,2.828,1.000,1.414,143,255,135.000,1.000,1.000,1.000,1.000
819,ER.ATL2.png,1,2.828,1.000,1.414,150,255,135.000,1.000,1.000,1.000,1.000
820,ER.ATL2.png,188,110.752,0.193,22.361,154,255,116.565,16.444,1.396,0.716,0.651
821,ER.ATL2.png,1486,181.439,0.567,66.287,452,255,123.930,35.581,1.769,0.565,0.836
822,ER.ATL2.png,1,2.828,1.000,1.414,120,257,135.000,1.000,1.000,1.000,1.000
823,ER.ATL2.png,1,2.828,1.000,1.414,132,257,135.000,1.000,1.000,1.000,1.000
824,ER.ATL2.png,1,2.828,1.000,1.414,165,257,135.000,1.000,1.000,1.000,1.000
825,ER.ATL2.png,1,2.828,1.000,1.414,161,258,135.000,1.000,1.000,1.000,1.000
826,ER.ATL2.png,1,2.828,1.000,1.414,198,258,135.000,1.000,1.000,1.000,1.000
827,ER.ATL2.png,1,2.828,1.000,1.414,71,259,135.000,1.000,1.000,1.000,1.000
828,ER.ATL2.png,1,2.828,1.000,1.414,144,259,135.000,1.000,1.000,1.000,1.000
829,ER.ATL2.png,1,2.828,1.000,1.414,165,259,135.000,1.000,1.000,1.000,1.000
830,ER.ATL2.png,1,2.828,1.000,1.414,182,259,135.000,1.000,1.000,1.000,1.000
831,ER.ATL2.png,28,37.698,0.248,11.314,203,268,45.000,6.200,1.963,0.509,0.571
832,ER.ATL2.png,2,4.828,1.000,2.236,186,260,116.565,1.000,2.000,0.500,1.000
833,ER.ATL2.png,35,45.355,0.214,13.601,205,272,36.027,6.786,2.343,0.427,0.515
834,ER.ATL2.png,67,82.326,0.124,16.763,227,270,17.354,10.000,1.467,0.682,0.554
835,ER.ATL2.png,1,2.828,1.000,1.414,164,262,135.000,1.000,1.000,1.000,1.000
836,ER.ATL2.png,2,4.828,1.000,2.236,244,262,116.565,1.000,2.000,0.500,1.000
837,ER.ATL2.png,1,2.828,1.000,1.414,247,262,135.000,1.000,1.000,1.000,1.000
838,ER.ATL2.png,1,2.828,1.000,1.414,251,262,135.000,1.000,1.000,1.000,1.000
839,ER.ATL2.png,1,2.828,1.000,1.414,98,263,135.000,1.000,1.000,1.000,1.000
840,ER.ATL2.png,1,2.828,1.000,1.414,140,263,135.000,1.000,1.000,1.000,1.000
841,ER.ATL2.png,2,5.657,0.785,2.828,0,266,45.000,1.414,2.646,0.378,0.667
842,ER.ATL2.png,1,2.828,1.000,1.414,217,264,135.000,1.000,1.000,1.000,1.000
843,ER.ATL2.png,29,25.213,0.573,9.849,219,264,156.038,4.000,2.244,0.446,0.853
844,ER.ATL2.png,1,2.828,1.000,1.414,246,264,135.000,1.000,1.000,1.000,1.000
845,ER.ATL2.png,1,2.828,1.000,1.414,183,265,135.000,1.000,1.000,1.000,1.000
846,ER.ATL2.png,3,7.657,0.643,3.606,162,269,56.310,1.789,2.702,0.370,0.667
847,ER.ATL2.png,23,23.799,0.510,8.246,213,271,14.036,5.883,1.385,0.722,0.667
848,ER.ATL2.png,1,2.828,1.000,1.414,244,266,135.000,1.000,1.000,1.000,1.000
849,ER.ATL2.png,6,13.314,0.425,5.000,245,269,36.870,3.000,1.614,0.620,0.600
850,ER.ATL2.png,1,2.828,1.000,1.414,251,266,135.000,1.000,1.000,1.000,1.000
851,ER.ATL2.png,4,8.485,0.698,3.606,1,267,123.690,2.000,1.637,0.611,0.727
852,ER.ATL2.png,1,2.828,1.000,1.414,4,267,135.000,1.000,1.000,1.000,1.000
853,ER.ATL2.png,1672,161.296,0.808,54.129,490,310,25.145,45.613,1.064,0.940,0.937
854,ER.ATL2.png,9,18.971,0.314,7.810,143,268,129.806,3.578,2.580,0.388,0.486
855,ER.ATL2.png,1,2.828,1.000,1.414,249,268,135.000,1.000,1.000,1.000,1.000
856,ER.ATL2.png,1,2.828,1.000,1.414,95,269,135.000,1.000,1.000,1.000,1.000
857,ER.ATL2.png,33,32.870,0.384,10.440,236,279,73.301,7.000,1.392,0.718,0.635
858,ER.ATL2.png,2,5.657,0.785,2.828,93,271,135.000,1.414,2.646,0.378,0.667
859,ER.ATL2.png,51,38.870,0.424,11.662,220,281,59.036,9.000,1.276,0.784,0.703
860,ER.ATL2.png,17,20.971,0.486,7.616,228,271,113.199,5.000,1.336,0.748,0.654
861,ER.ATL2.png,1,2.828,1.000,1.414,250,271,135.000,1.000,1.000,1.000,1.000
862,ER.ATL2.png,1,2.828,1.000,1.414,141,272,135.000,1.000,1.000,1.000,1.000
863,ER.ATL2.png,37,35.456,0.370,11.402,211,279,37.875,6.276,1.729,0.578,0.673
864,ER.ATL2.png,163,106.610,0.180,26.683,245,272,102.995,13.644,2.204,0.454,0.620
865,ER.ATL2.png,1,2.828,1.000,1.414,247,272,135.000,1.000,1.000,1.000,1.000
866,ER.ATL2.png,1,2.828,1.000,1.414,0,273,135.000,1.000,1.000,1.000,1.000
867,ER.ATL2.png,4,7.657,0.857,3.606,92,273,146.310,2.000,2.000,0.500,0.800
868,ER.ATL2.png,1,2.828,1.000,1.414,208,273,135.000,1.000,1.000,1.000,1.000
869,ER.ATL2.png,1,2.828,1.000,1.414,90,274,135.000,1.000,1.000,1.000,1.000
870,ER.ATL2.png,1,2.828,1.000,1.414,96,274,135.000,1.000,1.000,1.000,1.000
871,ER.ATL2.png,1,2.828,1.000,1.414,140,274,135.000,1.000,1.000,1.000,1.000
872,ER.ATL2.png,1,2.828,1.000,1.414,142,274,135.000,1.000,1.000,1.000,1.000
873,ER.ATL2.png,1,2.828,1.000,1.414,144,274,135.000,1.000,1.000,1.000,1.000
874,ER.ATL2.png,59,79.640,0.117,20.616,145,282,14.036,8.000,2.702,0.370,0.444
875,ER.ATL2.png,1,2.828,1.000,1.414,165,275,135.000,1.000,1.000,1.000,1.000
876,ER.ATL2.png,9,18.385,0.335,6.403,89,276,141.340,4.000,1.467,0.682,0.581
877,ER.ATL2.png,4,9.657,0.539,4.472,143,280,63.435,1.897,3.093,0.323,0.667
878,ER.ATL2.png,1,2.828,1.000,1.414,171,276,135.000,1.000,1.000,1.000,1.000
879,ER.ATL2.png,1,2.828,1.000,1.414,204,276,135.000,1.000,1.000,1.000,1.000
880,ER.ATL2.png,73,51.941,0.340,16.401,206,278,142.431,10.817,1.533,0.652,0.601
881,ER.ATL2.png,35,38.870,0.291,10.296,230,285,60.945,8.000,1.085,0.921,0.619
882,ER.ATL2.png,4,7.657,0.857,3.606,166,280,56.310,2.000,2.031,0.492,0.800
883,ER.ATL2.png,4747,290.208,0.708,99.624,542,287,125.605,74.000,1.290,0.775,0.948
884,ER.ATL2.png,3,8.485,0.524,3.162,97,278,161.565,2.000,1.567,0.638,0.600
885,ER.ATL2.png,1,2.828,1.000,1.414,149,279,135.000,1.000,1.000,1.000,1.000
886,ER.ATL2.png,44,51.012,0.212,12.083,147,291,65.556,9.246,1.377,0.726,0.540
887,ER.ATL2.png,68,65.497,0.199,15.232,222,294,66.801,9.000,1.495,0.669,0.621
888,ER.ATL2.png,1,2.828,1.000,1.414,89,281,135.000,1.000,1.000,1.000,1.000
889,ER.ATL2.png,1,2.828,1.000,1.414,143,281,135.000,1.000,1.000,1.000,1.000
890,ER.ATL2.png,3,8.485,0.524,3.162,162,281,161.565,2.000,1.567,0.638,0.600
891,ER.ATL2.png,31,30.627,0.415,10.198,207,291,78.690,5.821,1.531,0.653,0.681
892,ER.ATL2.png,1,2.828,1.000,1.414,8,282,135.000,1.000,1.000,1.000,1.000
893,ER.ATL2.png,5,10.485,0.572,4.243,85,285,45.000,2.683,1.848,0.541,0.667
894,ER.ATL2.png,1,2.828,1.000,1.414,432,282,135.000,1.000,1.000,1.000,1.000
895,ER.ATL2.png,3671,312.576,0.472,91.924,394,299,171.870,64.108,1.432,0.698,0.906
896,ER.ATL2.png,1,2.828,1.000,1.414,162,284,135.000,1.000,1.000,1.000,1.000
897,ER.ATL2.png,41,44.527,0.260,11.705,162,295,70.017,7.589,1.754,0.570,0.599
898,ER.ATL2.png,2,4.828,1.000,2.236,172,284,116.565,1.000,2.000,0.500,1.000
899,ER.ATL2.png,42,51.255,0.201,14.142,228,289,8.130,6.957,2.576,0.388,0.494
900,ER.ATL2.png,2,5.657,0.785,2.828,176,287,45.000,1.414,2.646,0.378,0.667
901,ER.ATL2.png,1,2.828,1.000,1.414,87,286,135.000,1.000,1.000,1.000,1.000
902,ER.ATL2.png,1,2.828,1.000,1.414,89,286,135.000,1.000,1.000,1.000,1.000
903,ER.ATL2.png,1,2.828,1.000,1.414,159,286,135.000,1.000,1.000,1.000,1.000
904,ER.ATL2.png,4,8.485,0.698,3.606,171,287,146.310,2.000,1.637,0.611,0.727
905,ER.ATL2.png,23,29.799,0.325,9.434,152,288,147.995,7.495,1.154,0.867,0.495
906,ER.ATL2.png,1,2.828,1.000,1.414,169,288,135.000,1.000,1.000,1.000,1.000
907,ER.ATL2.png,2,4.243,1.000,2.236,175,288,153.435,1.000,2.000,0.500,1.000
908,ER.ATL2.png,1,2.828,1.000,1.414,190,288,135.000,1.000,1.000,1.000,1.000
909,ER.ATL2.png,2,4.828,1.000,2.236,86,289,116.565,1.000,2.000,0.500,1.000
910,ER.ATL2.png,1,2.828,1.000,1.414,186,289,135.000,1.000,1.000,1.000,1.000
911,ER.ATL2.png,8,10.485,0.914,4.123,217,289,104.036,3.000,1.195,0.837,0.800
912,ER.ATL2.png,1,2.828,1.000,1.414,84,290,135.000,1.000,1.000,1.000,1.000
913,ER.ATL2.png,2,4.828,1.000,2.236,150,290,116.565,1.000,2.000,0.500,1.000
914,ER.ATL2.png,2,4.828,1.000,2.236,152,290,116.565,1.000,2.000,0.500,1.000
915,ER.ATL2.png,1,2.828,1.000,1.414,173,290,135.000,1.000,1.000,1.000,1.000
916,ER.ATL2.png,29,39.698,0.231,10.770,175,290,111.801,8.050,1.521,0.658,0.509
917,ER.ATL2.png,10,18.971,0.349,6.083,189,290,99.462,4.000,1.510,0.662,0.513
918,ER.ATL2.png,24,30.870,0.316,9.220,209,297,49.399,6.668,1.838,0.544,0.558
919,ER.ATL2.png,2,4.828,1.000,2.236,186,291,116.565,1.000,2.000,0.500,1.000
920,ER.ATL2.png,8,16.142,0.386,5.000,167,295,36.870,3.578,1.493,0.670,0.593
921,ER.ATL2.png,1,2.828,1.000,1.414,209,292,135.000,1.000,1.000,1.000,1.000
922,ER.ATL2.png,1,2.828,1.000,1.414,239,292,135.000,1.000,1.000,1.000,1.000
923,ER.ATL2.png,114,90.711,0.174,20.809,216,310,54.782,12.969,1.810,0.552,0.595
924,ER.ATL2.png,272,125.823,0.216,27.514,225,309,19.093,18.809,1.364,0.733,0.728
925,ER.ATL2.png,2,4.243,1.000,2.236,84,294,153.435,1.000,2.000,0.500,1.000
926,ER.ATL2.png,85,61.497,0.282,14.213,151,305,50.711,10.927,1.385,0.722,0.700
927,ER.ATL2.png,1,2.828,1.000,1.414,85,296,135.000,1.000,1.000,1.000,1.000
928,ER.ATL2.png,3,6.243,0.967,3.162,213,296,161.565,1.000,3.000,0.333,1.000
929,ER.ATL2.png,459,203.806,0.139,38.471,150,306,152.103,22.079,1.679,0.596,0.647
930,ER.ATL2.png,2,5.657,0.785,2.828,82,299,135.000,1.414,2.646,0.378,0.667
931,ER.ATL2.png,1,2.828,1.000,1.414,175,300,135.000,1.000,1.000,1.000,1.000
932,ER.ATL2.png,2611,258.877,0.490,81.707,363,376,68.459,55.812,1.436,0.697,0.849
933,ER.ATL2.png,1,2.828,1.000,1.414,170,301,135.000,1.000,1.000,1.000,1.000
934,ER.ATL2.png,1,2.828,1.000,1.414,200,301,135.000,1.000,1.000,1.000,1.000
935,ER.ATL2.png,1,2.828,1.000,1.414,174,302,135.000,1.000,1.000,1.000,1.000
936,ER.ATL2.png,1,2.828,1.000,1.414,202,302,135.000,1.000,1.000,1.000,1.000
937,ER.ATL2.png,1,2.828,1.000,1.414,186,303,135.000,1.000,1.000,1.000,1.000
938,ER.ATL2.png,1,2.828,1.000,1.414,367,305,135.000,1.000,1.000,1.000,1.000
939,ER.ATL2.png,1,2.828,1.000,1.414,220,307,135.000,1.000,1.000,1.000,1.000
940,ER.ATL2.png,2,4.828,1.000,2.236,222,307,116.565,1.000,2.000,0.500,1.000
941,ER.ATL2.png,1,2.828,1.000,1.414,85,308,135.000,1.000,1.000,1.000,1.000
942,ER.ATL2.png,1,2.828,1.000,1.414,365,308,135.000,1.000,1.000,1.000,1.000
943,ER.ATL2.png,1,2.828,1.000,1.414,367,308,135.000,1.000,1.000,1.000,1.000
944,ER.ATL2.png,1,2.828,1.000,1.414,202,309,135.000,1.000,1.000,1.000,1.000
945,ER.ATL2.png,2,4.828,1.000,2.236,246,309,116.565,1.000,2.000,0.500,1.000
946,ER.ATL2.png,30,28.627,0.460,9.220,228,317,40.601,6.325,1.412,0.708,0.706
947,ER.ATL2.png,230,130.853,0.169,28.443,139,328,10.125,17.819,1.593,0.628,0.660
948,ER.ATL2.png,1,2.828,1.000,1.414,211,311,135.000,1.000,1.000,1.000,1.000
949,ER.ATL2.png,1,2.828,1.000,1.414,223,311,135.000,1.000,1.000,1.000,1.000
950,ER.ATL2.png,77,59.841,0.270,19.313,229,320,21.251,9.707,2.423,0.413,0.634
951,ER.ATL2.png,55,44.527,0.349,16.125,248,311,97.125,6.965,2.224,0.450,0.651
952,ER.ATL2.png,1204,170.368,0.521,62.626,439,350,38.517,39.811,1.834,0.545,0.859
953,ER.ATL2.png,639,121.740,0.542,42.720,500,349,57.426,31.859,1.611,0.621,0.809
954,ER.ATL2.png,1,2.828,1.000,1.414,202,312,135.000,1.000,1.000,1.000,1.000
955,ER.ATL2.png,2,5.657,0.785,2.828,220,314,45.000,1.414,2.646,0.378,0.667
956,ER.ATL2.png,1,2.828,1.000,1.414,225,312,135.000,1.000,1.000,1.000,1.000
957,ER.ATL2.png,8,15.314,0.429,6.403,85,313,128.660,3.130,2.608,0.384,0.571
958,ER.ATL2.png,1,2.828,1.000,1.414,204,313,135.000,1.000,1.000,1.000,1.000
959,ER.ATL2.png,2,4.243,1.000,2.236,222,314,153.435,1.000,2.000,0.500,1.000
960,ER.ATL2.png,1016,143.137,0.623,55.902,515,369,79.695,28.446,1.930,0.518,0.858
961,ER.ATL2.png,11,18.142,0.420,8.062,204,317,119.745,3.578,2.825,0.354,0.595
962,ER.ATL2.png,1,2.828,1.000,1.414,83,318,135.000,1.000,1.000,1.000,1.000
963,ER.ATL2.png,36,37.113,0.328,12.166,88,331,80.538,5.515,2.759,0.362,0.632
964,ER.ATL2.png,3,5.657,1.000,2.828,221,322,45.000,2.000,1.464,0.683,0.857
965,ER.ATL2.png,1,2.828,1.000,1.414,82,321,135.000,1.000,1.000,1.000,1.000
966,ER.ATL2.png,1,2.828,1.000,1.414,80,322,135.000,1.000,1.000,1.000,1.000
967,ER.ATL2.png,19,32.284,0.229,10.296,132,331,60.945,5.145,2.386,0.419,0.458
968,ER.ATL2.png,1,2.828,1.000,1.414,202,322,135.000,1.000,1.000,1.000,1.000
969,ER.ATL2.png,2,4.243,1.000,2.236,353,322,153.435,1.000,2.000,0.500,1.000
970,ER.ATL2.png,1,2.828,1.000,1.414,75,323,135.000,1.000,1.000,1.000,1.000
971,ER.ATL2.png,1,2.828,1.000,1.414,170,324,135.000,1.000,1.000,1.000,1.000
972,ER.ATL2.png,52,33.799,0.572,11.402,180,332,37.875,8.000,1.204,0.830,0.782
973,ER.ATL2.png,1,2.828,1.000,1.414,93,325,135.000,1.000,1.000,1.000,1.000
974,ER.ATL2.png,10,14.485,0.599,6.325,206,325,108.435,3.000,2.160,0.463,0.690
975,ER.ATL2.png,2,5.657,0.785,2.828,227,327,45.000,1.414,2.646,0.378,0.667
976,ER.ATL2.png,1,2.828,1.000,1.414,136,327,135.000,1.000,1.000,1.000,1.000
977,ER.ATL2.png,2,4.828,1.000,2.236,165,327,116.565,1.000,2.000,0.500,1.000
978,ER.ATL2.png,41,39.698,0.327,12.042,121,333,175.236,7.778,1.541,0.649,0.599
979,ER.ATL2.png,10,20.971,0.286,7.071,169,328,135.000,4.642,1.710,0.585,0.444
980,ER.ATL2.png,1,2.828,1.000,1.414,250,328,135.000,1.000,1.000,1.000,1.000
981,ER.ATL2.png,1,2.828,1.000,1.414,253,328,135.000,1.000,1.000,1.000,1.000
982,ER.ATL2.png,122,75.154,0.271,17.493,96,329,120.964,12.649,1.336,0.748,0.731
983,ER.ATL2.png,3,8.485,0.524,3.162,138,329,108.435,2.000,1.567,0.638,0.600
984,ER.ATL2.png,1,2.828,1.000,1.414,76,330,135.000,1.000,1.000,1.000,1.000
985,ER.ATL2.png,1,2.828,1.000,1.414,92,330,135.000,1.000,1.000,1.000,1.000
986,ER.ATL2.png,6,15.314,0.322,5.099,74,331,101.310,3.000,1.724,0.580,0.522
