Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
ER.ATL2.png,2098,109804,52.337,30.501,18.256,0.797,0.862,5.860,231.237,321.153,118.189,3.649
